ANO,NÚMERO DA REGIONAL,REGIONAL,CÓDIGO INEP,ESCOLA,QUANTIDADE DE ESTUDANTES,LOGRADOURO,NÚMERO,BAIRRO,MUNICÍPIO,ESTADO,ENDEREÇO,LATITUDE,LONGITUDE,CIÊNCIAS HUMANAS,LINGUAGENS E CÓDIGOS,CIÊNCIAS DA NATUREZA,MATEMÁTICA,REDAÇÃO,MÉDIA GERAL,COMPETÊNCIA 1,COMPETÊNCIA 2,COMPETÊNCIA 3,COMPETÊNCIA 4,COMPETÊNCIA 5
2024,6,SRE DIVINOPOLIS,31032701,EE PRESIDENTE TANCREDO NEVES,108,R AVELINO FALEIRO,130,CENTRO,CARMÓPOLIS DE MINAS,MG,"R AVELINO FALEIRO, 130, CENTRO, CARMÓPOLIS DE MINAS, MG","-20,5430652","-44,6387603","506,62","519,26","485,61","537,3","696,26","549,01","129,45","161,32","130,99",140,"134,51"
2024,6,SRE DIVINOPOLIS,31032751,EE QUINTO ALVES TOLENTINO,107,R CURITIBA,280,CENTRO,CLÁUDIO,MG,"R CURITIBA, 280, CENTRO, CLÁUDIO, MG","-20,4399402","-44,7638013","519,11","524,09","490,6","533,01","690,85","551,53","126,17","155,74","127,45","138,09","143,4"
2024,6,SRE DIVINOPOLIS,31032875,EE PRESIDENTE TANCREDO DE ALMEIDA NEVES,90,R SAO FRANCISCO,301,BELA VISTA,CLÁUDIO,MG,"R SAO FRANCISCO, 301, BELA VISTA, CLÁUDIO, MG","-20,4458097","-44,7746444","475,85","498,27","459,36","483,8","528,84","489,22","102,79","125,58","100,93","107,44","92,09"
2024,6,SRE DIVINOPOLIS,31032883,EE CUSTODIO COSTA,10,PCA TREZE DE JUNHO,0,CENTRO,CLÁUDIO,MG,"PCA TREZE DE JUNHO, 0, CENTRO, CLÁUDIO, MG","-20,3651532","-44,6870722","473,7","531,8","476,14","520,14","562,86","512,93","114,29","131,43","108,57","108,57",100
2024,45,SRE PARA DE MINAS,31032921,EE DOUTOR ISAURO EPIFANIO,23,AV VENERO CAETANO,371,CENTRO,CONCEIÇÃO DO PARÁ,MG,"AV VENERO CAETANO, 371, CENTRO, CONCEIÇÃO DO PARÁ, MG","-19,7511126","-44,8958051","507,26","530,95","478,48","491,24","629,09","527,4","125,45","150,91","118,18",120,"114,55"
2024,6,SRE DIVINOPOLIS,31032972,EE PROFESSOR FRANCISCO ROCHA,14,PCA DA MATRIZ,332,CENTRO,CÓRREGO DANTA,MG,"PCA DA MATRIZ, 332, CENTRO, CÓRREGO DANTA, MG","-19,8235978","-45,9043966","462,05","465,87","461,9","481,88",520,"478,34","106,67",120,90,"106,67","96,67"
2024,6,SRE DIVINOPOLIS,31032999,EE MARTIN CYPRIEN,12,AVENIDA AMAZONAS,881,BELVEDERE,DIVINÓPOLIS,MG,"AVENIDA AMAZONAS, 881, BELVEDERE, DIVINÓPOLIS, MG","-20,158126","-44,9025969","491,54","497,69","474,07","427,97","562,86","490,83","111,43","137,14","105,71","117,14","91,43"
2024,6,SRE DIVINOPOLIS,31033014,EE ARMANDO NOGUEIRA SOARES,42,R CARBONITA,1240,SAO JOSE,DIVINÓPOLIS,MG,"R CARBONITA, 1240, SAO JOSE, DIVINÓPOLIS, MG","-20,1624099","-44,9138474","488,77","497,72","458,18","503,14","659,13","521,39","122,61","137,39",120,"142,61","136,52"
2024,6,SRE DIVINOPOLIS,31033031,EE SANTO TOMAZ DE AQUINO,68,R GONCALVES DIAS,670,PORTO VELHO,DIVINÓPOLIS,MG,"R GONCALVES DIAS, 670, PORTO VELHO, DIVINÓPOLIS, MG","-20,1488667","-44,8813294","496,12","533,72","488,25","507,96","627,35","530,68","121,63","148,98","117,14","124,08","115,51"
2024,#N/A,#N/A,31033090,#N/A,18,#N/A,#N/A,#N/A,#N/A,MG,#N/A,#N/A,#N/A,"506,9","548,92","519,75","539,45","664,44","555,89","126,67",160,"126,67","142,22","108,89"
2024,6,SRE DIVINOPOLIS,31033154,EE DONA ANTONIA VALADARES,258,AVENIDA SETE DE SETEMBRO,669,CENTRO,DIVINÓPOLIS,MG,"AVENIDA SETE DE SETEMBRO, 669, CENTRO, DIVINÓPOLIS, MG","-20,1457716","-44,8932522","517,08","534,34","490,57","541,19","655,84","547,8","124,8","154,03","119,91","134,93","122,17"
2024,6,SRE DIVINOPOLIS,31033171,EE ENGENHEIRO PEDRO MAGALHAES,35,R ENGENHEIRO BENJAMIM DE OLIVEIRA,S/N,ESPLANADA,DIVINÓPOLIS,MG,"R ENGENHEIRO BENJAMIM DE OLIVEIRA, S/N, ESPLANADA, DIVINÓPOLIS, MG","-20,1492025","-44,8900011","492,29","521,4","490,36","516,27","578,46","519,76","117,69","134,62","112,31",120,"93,85"
2024,6,SRE DIVINOPOLIS,31033201,EE JOAQUIM NABUCO,264,AV PRIMEIRO DE JUNHO,570,CENTRO,DIVINÓPOLIS,MG,"AV PRIMEIRO DE JUNHO, 570, CENTRO, DIVINÓPOLIS, MG","-20,1441423","-44,8871527","552,49","549,49","520,54","573,51","740,6","587,33","136,47","171,12","138,79","149,4","144,83"
2024,6,SRE DIVINOPOLIS,31033227,EE LAURO EPIFANIO,61,AV DOLORES DE AGUIAR RABELO,651,INTERLAGOS,DIVINÓPOLIS,MG,"AV DOLORES DE AGUIAR RABELO, 651, INTERLAGOS, DIVINÓPOLIS, MG","-20,1596162","-44,8739149","528,59","530,96","494,52","537,34","646,96","547,67","127,83","151,3","123,04","135,65","109,13"
2024,6,SRE DIVINOPOLIS,31033251,EE MIGUEL COUTO,35,R IPANEMA,300,IPIRANGA,DIVINÓPOLIS,MG,"R IPANEMA, 300, IPIRANGA, DIVINÓPOLIS, MG","-20,1396292","-44,9079324","537,49","549,59","484,54","539,75","668,8","556,03","130,4","149,6",128,"134,4","126,4"
2024,6,SRE DIVINOPOLIS,31033260,EE MONSENHOR DOMINGOS,66,AVENIDA ANTONIO OLIMPIO DE MORAIS,1441,SANTA CLARA,DIVINÓPOLIS,MG,"AVENIDA ANTONIO OLIMPIO DE MORAIS, 1441, SANTA CLARA, DIVINÓPOLIS, MG","-20,1365402","-44,8867479","511,91","522,92",481,"508,02","668,52","538,47","125,19","157,41","125,56","139,26","121,11"
2024,6,SRE DIVINOPOLIS,31033332,EE SAO FRANCISCO DE PAULA,22,AV BELA VISTA,922,ICARAI,DIVINÓPOLIS,MG,"AV BELA VISTA, 922, ICARAI, DIVINÓPOLIS, MG","-20,1220718","-44,8532215","467,09","504,08","453,77","459,26","576,67","492,17",110,140,"111,11","117,78","97,78"
2024,6,SRE DIVINOPOLIS,31033341,EE PROFESSOR CHICO DIAS,12,R JOAQUIM JOSE FERREIRA,71,DANILO PASSOS II,DIVINÓPOLIS,MG,"R JOAQUIM JOSE FERREIRA, 71, DANILO PASSOS II, DIVINÓPOLIS, MG","-20,119351","-44,872003","520,73","531,2","505,64","568,63",665,"558,24",125,"152,5",130,125,"132,5"
2024,6,SRE DIVINOPOLIS,31033359,EE ANTONIO DA COSTA PEREIRA,39,R CHILE,441,NACOES,DIVINÓPOLIS,MG,"R CHILE, 441, NACOES, DIVINÓPOLIS, MG","-20,1631256","-44,8613433","504,25","509,89","478,34","486,93","586,67","513,22","117,33","134,67",104,"121,33","109,33"
2024,6,SRE DIVINOPOLIS,31033375,EE MANOEL CORREA FILHO,64,R CAPITOLIO,280,PLANALTO,DIVINÓPOLIS,MG,"R CAPITOLIO, 280, PLANALTO, DIVINÓPOLIS, MG","-20,1466161","-44,9080009","526,3","527,72","489,28","522,23","780,91","569,29","143,64","170,45","139,09","163,64","164,09"
2024,6,SRE DIVINOPOLIS,31033383,EE VICENTE MATEUS,17,R ALCOBACA,71,OLIVEIRAS,DIVINÓPOLIS,MG,"R ALCOBACA, 71, OLIVEIRAS, DIVINÓPOLIS, MG","-20,105678","-44,877237","475,23","487,73","455,17","453,65","571,67","488,69","121,67","133,33","108,33",125,"83,33"
2024,6,SRE DIVINOPOLIS,31033405,EE ILIDIO DA COSTA PEREIRA,81,R ITAMARANDIBA,1451,ALVORADA,DIVINÓPOLIS,MG,"R ITAMARANDIBA, 1451, ALVORADA, DIVINÓPOLIS, MG","-20,116264","-44,8979654","516,23","524,52","479,15","516,2","639,71","535,16","125,88","152,65","119,41","128,53","113,24"
2024,6,SRE DIVINOPOLIS,31033421,EE ANTONIO BELARMINO GOMES,35,RUA ALBERTO COIMBRA,131,CENTRO,DIVINÓPOLIS,MG,"RUA ALBERTO COIMBRA, 131, CENTRO, DIVINÓPOLIS, MG","-20,104742","-44,973652","486,09","507,33","493,54","521,97","700,69","541,92","130,34","164,83","131,72","136,55","137,24"
2024,45,SRE PARA DE MINAS,31033464,EE FRANCISCO CAMPOS,76,PRACA PROFESSOR WALDEMAR DE ALMEIDA BARBOSA,21,CENTRO,DORES DO INDAIÁ,MG,"PRACA PROFESSOR WALDEMAR DE ALMEIDA BARBOSA, 21, CENTRO, DORES DO INDAIÁ, MG","-19,4709671","-45,6082392","456,91","477,17","451,5","470,88","521,78","475,65","104,89","126,67","95,56","112,89","81,78"
2024,45,SRE PARA DE MINAS,31033502,EE PROFESSOR ANTONIO RIBEIRO,21,RUA DOM PEDRO I,160,CENTRO,ESTRELA DO INDAIÁ,MG,"RUA DOM PEDRO I, 160, CENTRO, ESTRELA DO INDAIÁ, MG","-19,5196184","-45,7932242","476,77","496,54","463,51","449,14",580,"493,19","108,57","147,14","108,57","118,57","97,14"
2024,45,SRE PARA DE MINAS,31033553,EE SERAFIM RIBEIRO DE REZENDE,130,RUA BENEDITO VALADARES,689,CENTRO,FLORESTAL,MG,"RUA BENEDITO VALADARES, 689, CENTRO, FLORESTAL, MG","-19,8875341","-44,4288556","523,25","544,96","520,28","573,61","668,74","566,17","128,4","154,96","125,38","138,66","121,34"
2024,45,SRE PARA DE MINAS,31033626,EE JOSE ATAIDE DE ALMEIDA,55,R FERREIRA GUIMARAES,297,CENTRO,IGARATINGA,MG,"R FERREIRA GUIMARAES, 297, CENTRO, IGARATINGA, MG","-19,9543928","-44,7104114","511,79","520,28","472,09","506,44",640,"530,12","126,9","148,97","122,07","134,48","107,59"
2024,45,SRE PARA DE MINAS,31033634,EE DONA AMANDA PINHEIRO SENNA,16,PCA N SRA DAS DORES,151,CENTRO,IGARATINGA,MG,"PCA N SRA DAS DORES, 151, CENTRO, IGARATINGA, MG","-20,3913386","-44,4918933","514,87","519,85","480,3","524,88","656,67","539,31","133,33","153,33","123,33","126,67",120
2024,6,SRE DIVINOPOLIS,31033685,EE PAULA CARVALHO,22,R QUATRO,70,CENTRO,IGUATAMA,MG,"R QUATRO, 70, CENTRO, IGUATAMA, MG","-20,1725025","-45,7110405","516,69","535,6","495,82","505,27",601,"530,88",116,141,109,122,113
2024,6,SRE DIVINOPOLIS,31033740,EE ALVIM RODRIGUES DO PRADO,86,RUA CLAUDIO,81,CENTRO,ITAGUARA,MG,"RUA CLAUDIO, 81, CENTRO, ITAGUARA, MG","-20,3927199","-44,4911197","535,05","534,79","493,33","560,06",728,"570,25","133,6","163,73","139,47","148,27","142,93"
2024,6,SRE DIVINOPOLIS,31033774,EE MANOEL DIAS CORREA,38,R BONFIM,0,CENTRO,ITATIAIUÇU,MG,"R BONFIM, 0, CENTRO, ITATIAIUÇU, MG","-20,1949619","-44,4203747","505,05","529,11","474,37","538,06","612,41","531,8","118,62","139,31","117,24","129,66","107,59"
2024,6,SRE DIVINOPOLIS,31033821,EE ZEZE LIMA,20,RUA ALEXANDRINA BERNARDES,273,ITAUNENSE,ITAÚNA,MG,"RUA ALEXANDRINA BERNARDES, 273, ITAUNENSE, ITAÚNA, MG","-20,0949929","-44,6090379","491,23","488,47","485,15","499,65","596,36","512,17","114,55","149,09","110,91","130,91","90,91"
2024,6,SRE DIVINOPOLIS,31033855,EE MANOEL DA COSTA REZENDE,17,RUA PEDRO DE QUEIROZ,2918,VARZEA DE OLARIA,ITAÚNA,MG,"RUA PEDRO DE QUEIROZ, 2918, VARZEA DE OLARIA, ITAÚNA, MG","-20,0635757","-44,5482151","498,18","512,28","448,02","468,42",605,"506,38",120,150,110,110,115
2024,6,SRE DIVINOPOLIS,31033880,EE VICTOR GONCALVES DE SOUZA,96,RUA MARMORE,629,PADRE EUSTAQUIO,ITAÚNA,MG,"RUA MARMORE, 629, PADRE EUSTAQUIO, ITAÚNA, MG","-20,0713492","-44,5636164","536,94","550,11","505,97","578,01","692,11","572,63","128,42","159,74","131,84","140,79","131,32"
2024,6,SRE DIVINOPOLIS,31033910,EE DONA JUDITH GONCALVES,13,AVENIDA GOVERNADOR MAGALHAES PINTO,629,SANTANENSE,ITAÚNA,MG,"AVENIDA GOVERNADOR MAGALHAES PINTO, 629, SANTANENSE, ITAÚNA, MG","-20,0741254","-44,6059731","453,48","489,16","455,45","496,24",545,"487,87",120,135,110,"116,67","63,33"
2024,6,SRE DIVINOPOLIS,31033928,EE PADRE LUIZ TURKENBURG,50,AVENIDA LENHITA,1377,IRMAOS AULER,ITAÚNA,MG,"AVENIDA LENHITA, 1377, IRMAOS AULER, ITAÚNA, MG","-20,0658564","-44,5623662","495,52","517,66","474,71","519,51","624,44","526,37",120,"142,22","115,56","131,11","115,56"
2024,6,SRE DIVINOPOLIS,31033944,EE LEONARDO GONCALVES NOGUEIRA,16,RUA LUIZ GUIMARAES JUNIOR,151,CONJUNTO HABITAC JADIR MARINHO,ITAÚNA,MG,"RUA LUIZ GUIMARAES JUNIOR, 151, CONJUNTO HABITAC JADIR MARINHO, ITAÚNA, MG","-20,055313","-44,563442","486,57","514,3","464,28","494,13","572,31","506,32","116,92","138,46","109,23","118,46","89,23"
2024,6,SRE DIVINOPOLIS,31033952,EE DOUTOR JOSE GONCALVES,62,PRACA ALFREDO GONCALVES DE SOUZA,150,GARCIAS,ITAÚNA,MG,"PRACA ALFREDO GONCALVES DE SOUZA, 150, GARCIAS, ITAÚNA, MG","-20,0921704","-44,6029873","521,3","544,07","481,78","542,24","672,68","552,41","130,73","151,71","128,29","138,05","123,9"
2024,6,SRE DIVINOPOLIS,31034002,EE PADRE PEDRO LAMBERTI,32,PRACA DOM MANOEL,16,CENTRO,JAPARAÍBA,MG,"PRACA DOM MANOEL, 16, CENTRO, JAPARAÍBA, MG","-20,139633","-45,49974","521,25","508,71","482,01","547,7","696,8","551,29","125,6","155,2","128,8","147,2",140
2024,6,SRE DIVINOPOLIS,31034045,EE CHICO REZENDE,47,RUA SAMUEL BERNARDES,150,MARILIA,LAGOA DA PRATA,MG,"RUA SAMUEL BERNARDES, 150, MARILIA, LAGOA DA PRATA, MG","-20,031239","-45,525906","514,1","514,68","470,29","492,29","604,29","519,13","117,14","142,86","114,29","123,57","106,43"
2024,6,SRE DIVINOPOLIS,31034096,ESCOLA ESTADUAL NOSSA SENHORA DE GUADALUPE,27,RUA VINTE E SETE DE DEZEMBRO,300,CENTRO,LAGOA DA PRATA,MG,"RUA VINTE E SETE DE DEZEMBRO, 300, CENTRO, LAGOA DA PRATA, MG",#N/A,#N/A,"510,54","524,46","528,83","543,76","588,42","539,2","115,79","136,84","113,68","123,16","98,95"
2024,6,SRE DIVINOPOLIS,31034100,EE VIRGINIO PERILLO,105,AVENIDA JOSE BERNARDES MACIEL,471,MARILIA,LAGOA DA PRATA,MG,"AVENIDA JOSE BERNARDES MACIEL, 471, MARILIA, LAGOA DA PRATA, MG","-20,0226965","-45,5369555","538,52","535,67","504,23","559,77","734,94","574,63","135,86","167,13","136,09","152,41","143,45"
2024,6,SRE DIVINOPOLIS,31034118,EE MONSENHOR ALFREDO DOHR,53,RUA JOSE MARIA BOTELHO,127,CHICO MIRANDA,LAGOA DA PRATA,MG,"RUA JOSE MARIA BOTELHO, 127, CHICO MIRANDA, LAGOA DA PRATA, MG","-20,0398377","-45,5235772",505,"522,49","463,3","487,99","615,63","518,88","119,38","145,63","113,13","125,63","111,88"
2024,45,SRE PARA DE MINAS,31034134,EE CORONEL ANTONIO CORREA,25,RUA DA PILATA,152,CENTRO,LEANDRO FERREIRA,MG,"RUA DA PILATA, 152, CENTRO, LEANDRO FERREIRA, MG","-19,717709","-45,02483","521,43","522,97","478,11","485,56",700,"541,61","128,57","157,14","131,43","148,57","134,29"
2024,6,SRE DIVINOPOLIS,31034185,EE COMENDADOR ZICO TOBIAS,54,PCA DONA CAROLINA FONSECA ARAUJO,660,CENTRO,LUZ,MG,"PCA DONA CAROLINA FONSECA ARAUJO, 660, CENTRO, LUZ, MG","-19,7978811","-45,6843392","483,33","506,47",455,"483,09","555,33","496,64","109,33","130,67",110,114,"91,33"
2024,23,SRE SETE LAGOAS,31034274,EE PROFESSOR FRANCISCO TIBURCIO,71,PCA JOSE ANICETO,0,CENTRO,MARAVILHAS,MG,"PCA JOSE ANICETO, 0, CENTRO, MARAVILHAS, MG","-19,5117887","-44,6763316","454,03","484,96","442,21","469,73","632,45","496,68","121,51","148,3","112,83","133,96","115,85"
2024,45,SRE PARA DE MINAS,31034312,EE DOUTOR JOSE GONCALVES,55,RUA PADRE MARINHO,456,CENTRO,MARTINHO CAMPOS,MG,"RUA PADRE MARINHO, 456, CENTRO, MARTINHO CAMPOS, MG","-19,3299127","-45,2377122","502,96","520,93","475,24","535,4","658,71","538,65","126,45","149,68","127,74","132,26","122,58"
2024,45,SRE PARA DE MINAS,31034347,EE PADRE NONO,13,RUA CRISTOVAO ALVES DA SILVA,475,CENTRO,MARTINHO CAMPOS,MG,"RUA CRISTOVAO ALVES DA SILVA, 475, CENTRO, MARTINHO CAMPOS, MG","-19,4199678","-45,1518154","445,7","514,36","478,76","456,39",612,"501,44",120,152,116,122,102
2024,1,SRE METROPOLITANA B,31034363,EE DOMINGOS JUSTINO RIBEIRO,47,RUA PRESIDENTE TANCREDO NEVES,50,CENTRO,MATEUS LEME,MG,"RUA PRESIDENTE TANCREDO NEVES, 50, CENTRO, MATEUS LEME, MG","-19,9875164","-44,4285938","503,99","513,71","475,05","497,33","598,82","517,78","122,35","150,59","113,53","123,53","88,82"
2024,1,SRE METROPOLITANA B,31034380,EE ELIAS SALOMAO,70,RUA SERRA AZUL,675,CONCENZA,MATEUS LEME,MG,"RUA SERRA AZUL, 675, CONCENZA, MATEUS LEME, MG","-19,9913047","-44,4344209","516,17","524,51","474,89","530,64","675,71","544,38","125,36","153,57","124,29","138,21","134,29"
2024,1,SRE METROPOLITANA B,31034401,EE MANOEL ANTONIO DE SOUSA,14,PRACA GETULIO VARGAS,25,CENTRO,MATEUS LEME,MG,"PRACA GETULIO VARGAS, 25, CENTRO, MATEUS LEME, MG","-20,0070659","-44,472996","465,93","510,52","449,67","553,87",600,516,120,"126,67",110,130,"113,33"
2024,1,SRE METROPOLITANA B,31034436,EE JOAQUIM CORREA,113,R PROFA MARIA DAS DORES SALIBA,110,CENTRO,JUATUBA,MG,"R PROFA MARIA DAS DORES SALIBA, 110, CENTRO, JUATUBA, MG","-19,952571","-44,342833","487,73","515,17","451,54","467,74","619,46","508,33","115,68","142,43","111,62","125,95","123,78"
2024,1,SRE METROPOLITANA B,31034444,EE ALVINO ALCANTARA FERNANDES,26,AVENIDA GETULIO VARGAS,460,CENTRO,MATEUS LEME,MG,"AVENIDA GETULIO VARGAS, 460, CENTRO, MATEUS LEME, MG","-19,9898264","-44,4317369","478,37","512,86","464,45","504,93","638,57","519,84","122,86","148,57","114,29",140,"112,86"
2024,6,SRE DIVINOPOLIS,31034495,EE JOSE SABINO DA PAIXAO,15,PRACA JOSE DE FARIA LEITE,280,CENTRO,MEDEIROS,MG,"PRACA JOSE DE FARIA LEITE, 280, CENTRO, MEDEIROS, MG","-19,9967551","-46,2192273","500,98","522,87","502,04","469,95","624,62","524,09",120,"135,38","107,69","127,69","133,85"
2024,6,SRE DIVINOPOLIS,31034533,EE CHICO MARCAL,64,R CARIJOS,640,CENTRO,MOEMA,MG,"R CARIJOS, 640, CENTRO, MOEMA, MG","-19,9183293","-43,9414279","496,51","510,29","460,99","529,08","637,14","526,8","116,57","142,86","121,71",128,128
2024,45,SRE PARA DE MINAS,31034584,EE FREI ORLANDO,41,R FREI ORLANDO,330,CENTRO,MORADA NOVA DE MINAS,MG,"R FREI ORLANDO, 330, CENTRO, MORADA NOVA DE MINAS, MG","-18,6120647","-45,3561566","516,67","540,11","500,29","525,23","660,67","548,59","130,67","149,33","121,33",136,"123,33"
2024,6,SRE DIVINOPOLIS,31034622,EE FREI ANSELMO,55,RUA MACEDONIA,222,SAO SEBASTIAO,NOVA SERRANA,MG,"RUA MACEDONIA, 222, SAO SEBASTIAO, NOVA SERRANA, MG","-19,8688067","-44,9929492","498,23",530,"474,63","480,94","602,5","517,26",120,140,"115,63","128,75","98,13"
2024,6,SRE DIVINOPOLIS,31034665,EE ANTONIO MARTINS DO ESPIRITO SANTO,269,RUA PRINCESA ISABEL,160,MARISA,NOVA SERRANA,MG,"RUA PRINCESA ISABEL, 160, MARISA, NOVA SERRANA, MG","-19,8838765","-44,9844261","517,09","524,91","480,99","523,01","647,91","538,78","124,75","150,07","121,44","133,81","117,84"
2024,45,SRE PARA DE MINAS,31034720,EE ZICO BARBOSA,11,PCA DO  GALENO BARBOSA,210,CENTRO,ONÇA DE PITANGUI,MG,"PCA DO  GALENO BARBOSA, 210, CENTRO, ONÇA DE PITANGUI, MG","-19,7306225","-44,8080434","467,6","483,63","466,98","453,85",360,"446,41",70,95,75,85,35
2024,45,SRE PARA DE MINAS,31034746,EE CELESTINO NUNES,26,R ORESTES CORDEIRO,203,CENTRO,PAINEIRAS,MG,"R ORESTES CORDEIRO, 203, CENTRO, PAINEIRAS, MG","-18,9025371","-45,532921","534,89","537,34","480,06","555,19",696,"560,7",132,160,128,139,137
2024,6,SRE DIVINOPOLIS,31034797,EE PADRE JOSE VENANCIO,32,PCA JUCA MANECA,259,CENTRO,PAINS,MG,"PCA JUCA MANECA, 259, CENTRO, PAINS, MG","-20,3662684","-45,6640297","466,77","502,87","456,45","480,79",668,"514,98","125,33","154,67","117,33","133,33","137,33"
2024,23,SRE SETE LAGOAS,31034835,EE JACIR LOPES DUARTE,12,AV HELIO FILGUEIRAS,43,POV VARGEM GRANDE,PAPAGAIOS,MG,"AV HELIO FILGUEIRAS, 43, POV VARGEM GRANDE, PAPAGAIOS, MG","-19,5027239","-44,8017077","410,83","458,28","457,12","452,42",522,"460,13",102,120,100,108,92
2024,23,SRE SETE LAGOAS,31034843,EE DIOGO DE CASTRO,61,AV GETULIO VARGAS,128,STO ANTONIO,PAPAGAIOS,MG,"AV GETULIO VARGAS, 128, STO ANTONIO, PAPAGAIOS, MG","-20,0704199","-44,5793523","453,46","483,66","445,39","463,08",571,"483,32",110,135,"101,5","119,5",105
2024,23,SRE SETE LAGOAS,31034860,EE RENATO FILGUEIRAS,36,R HELIO FILGUEIRAS,81,CENTRO,PAPAGAIOS,MG,"R HELIO FILGUEIRAS, 81, CENTRO, PAPAGAIOS, MG","-19,4497412","-44,7460589","464,05","502,17","457,34","487,6","666,15","515,46","130,77","158,46","129,23","135,38","112,31"
2024,45,SRE PARA DE MINAS,31034878,EE ANGELA MARIA DE OLIVEIRA,46,R JOAO MENDES CARVALHO,373,SAO PEDRO,PARÁ DE MINAS,MG,"R JOAO MENDES CARVALHO, 373, SAO PEDRO, PARÁ DE MINAS, MG","-19,8343482","-44,6191711","479,97","504,93","464,19","522,21","575,88","509,44","117,65","137,06","115,29","115,88",90
2024,45,SRE PARA DE MINAS,31034924,EE MANOEL BATISTA,32,R RIO DE JANEIRO,364,SAO JOSE,PARÁ DE MINAS,MG,"R RIO DE JANEIRO, 364, SAO JOSE, PARÁ DE MINAS, MG","-19,864551","-44,6121717","508,97","509,03","474,78","509,76","678,46","536,2","131,54","152,31","125,38","138,46","130,77"
2024,45,SRE PARA DE MINAS,31034967,EE NOSSA SENHORA AUXILIADORA,112,R ANTONIO CARLOS,545,SAO CRISTOVAO,PARÁ DE MINAS,MG,"R ANTONIO CARLOS, 545, SAO CRISTOVAO, PARÁ DE MINAS, MG","-19,8489737","-44,6084764","511,73","516,75","475,96","511,28","638,21","530,79","125,13","148,97","120,77","129,74","113,59"
2024,45,SRE PARA DE MINAS,31035068,EE ADEMAR DE MELO,38,RUA VEREADOR JOSE ALMEIDA MENDONCA,80,SANTOS DUMONT,PARÁ DE MINAS,MG,"RUA VEREADOR JOSE ALMEIDA MENDONCA, 80, SANTOS DUMONT, PARÁ DE MINAS, MG","-19,840038","-44,6072153","456,55","475,14","411,28","454,85","543,64","468,29",120,"134,55","103,64","114,55","70,91"
2024,45,SRE PARA DE MINAS,31035131,EE FERNANDO OTAVIO,168,PCA FREI CONCORDIO,750,SAO FRANCISCO,PARÁ DE MINAS,MG,"PCA FREI CONCORDIO, 750, SAO FRANCISCO, PARÁ DE MINAS, MG","-19,8665262","-44,5958736","515,81","525,87","491,26","534,95","681,3","549,84","128,26","156,67","128,99","138,26","129,13"
2024,45,SRE PARA DE MINAS,31035173,EE ZICO FERREIRA,13,RUA TOBIAS JOSE DA FONSECA,,TORNEIROS,PARÁ DE MINAS,MG,"RUA TOBIAS JOSE DA FONSECA, , TORNEIROS, PARÁ DE MINAS, MG","-19,8796182","-44,7524064","511,39","521,12","469,83","500,14","608,89","522,27",120,"164,44","113,33","115,56","95,56"
2024,6,SRE DIVINOPOLIS,31035190,EE CORONEL AMERICO AUGUSTO DE OLIVEIRA,28,PCA RAUL LEITE,100,CENTRO,PASSA TEMPO,MG,"PCA RAUL LEITE, 100, CENTRO, PASSA TEMPO, MG","-20,6508714","-44,4959949","516,78","518,55","479,96","484,66","630,43","526,08","121,74","154,78","116,52","125,22","112,17"
2024,6,SRE DIVINOPOLIS,31035262,E E PROFESSOR JOAO ALVES FILGUEIRAS CAMPOS,36,RUA MATO GROSSO,31,CENTRO,PEDRA DO INDAIÁ,MG,"RUA MATO GROSSO, 31, CENTRO, PEDRA DO INDAIÁ, MG",#N/A,#N/A,"464,99","496,33","458,42","487,36","661,11","513,64","126,67","158,89","122,22",140,"113,33"
2024,45,SRE PARA DE MINAS,31035327,EE VIRIATO MELGACO,24,R BENEDITO VALADARES,125,CENTRO,PEQUI,MG,"R BENEDITO VALADARES, 125, CENTRO, PEQUI, MG","-19,4611242","-44,2490147","520,16","528,11","505,67","541,31","714,67","561,98",136,"162,67","130,67","154,67","130,67"
2024,6,SRE DIVINOPOLIS,31035351,EE PEDRO PRIMO,48,AV DOZE DE DEZEMBRO,339,CENTRO,PERDIGÃO,MG,"AV DOZE DE DEZEMBRO, 339, CENTRO, PERDIGÃO, MG","-19,9523448","-45,0851535","506,44","515,23","478,82","544,81","621,67","533,39","122,22","143,33",115,"126,67","114,44"
2024,6,SRE DIVINOPOLIS,31035386,EE HERMENEGILDO VILACA,29,AV ONOFRE PINTO LARA,40,CENTRO,PIRACEMA,MG,"AV ONOFRE PINTO LARA, 40, CENTRO, PIRACEMA, MG","-20,5086151","-44,4808995","500,58","513,95","466,27","489,99","655,79","525,32",120,"147,37","117,89","141,05","129,47"
2024,45,SRE PARA DE MINAS,31035459,EE MONSENHOR ARTUR DE OLIVEIRA,40,PRACA AMANDA GONTIJO DE OLIVEIRA,77,CENTRO,PITANGUI,MG,"PRACA AMANDA GONTIJO DE OLIVEIRA, 77, CENTRO, PITANGUI, MG","-19,6782375","-44,8906085","541,81","543,31","492,08","554,5","744,32","575,2","134,59","169,73","138,92","152,43","148,65"
2024,45,SRE PARA DE MINAS,31035505,EE PADRE JOAQUIM XAVIER LOPES CANCADO,80,RUA SIDERPITA,155,CHAPADAO,PITANGUI,MG,"RUA SIDERPITA, 155, CHAPADAO, PITANGUI, MG","-19,6904726","-44,8945119","505,95","524,28","478,17","516,63","601,57","525,32","118,04","141,57","113,33","123,14","105,49"
